"treatment_status","control","micro_credit","in_kind_grant","cash_grant","hasbiz","new_biz_assets","monthly_expanses","monthly_revenue","monthly_profits","labour_inc","total_inc","is_male","educ_college","educ_somecollege","educ_hs","age","marital_s","marital_m","worked","has_biz","family_inc_low","migrate","trained","has_kids"
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,35,1,0,0,0,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,1,0,1,1
0,1,0,0,0,1,47198.3142407907,2500,3500,1000,1000,1000,1,0,0,1,35,1,0,0,0,1,0,0,NA
0,1,0,0,0,1,55674.9890098572,6000,6700,700,700,750,0,0,0,0,35,0,1,0,0,1,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,NA,NA,NA,35,1,0,0,0,0,NA,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,1,1
2,0,0,1,0,1,49466.7467296812,200,0,0,0,1450,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,1,0,0,0,1,1,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,35,0,1,1,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,1,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,0,1,1,0,1,0,1,0
3,0,0,0,1,1,53920.6008696955,3000,5000,2000,2000,2075,0,0,0,0,35,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,1,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,0,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,0,0,0,1
1,0,1,0,0,1,53920.6008696955,500,650,150,150,150,0,0,0,0,35,0,0,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,1,0,0,0,0,0,0,NA
1,0,1,0,0,1,55774.9890098572,800,1400,600,600,650,0,0,0,1,35,0,1,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,1,0,1,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,35,0,1,1,0,0,1,1,1
0,1,0,0,0,1,47594.2110153955,300,900,600,600,1900,0,0,0,0,35,1,0,1,0,0,0,0,NA
3,0,0,0,1,1,47045.4497241429,250,850,600,1400,600,1,0,0,1,35,0,1,1,0,0,NA,0,0
1,0,1,0,0,1,53920.6008696955,500,1500,1000,1000,1000,0,0,0,1,35,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,35,0,1,0,0,1,0,0,0
2,0,0,1,0,1,40486.9920127001,0,1500,500,2500,500,0,0,0,1,35,0,1,1,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,0,1,0,0,0,0,1,1
1,0,1,0,0,1,47326.204441124,2000,3500,1500,1500,2010,0,1,0,0,35,1,0,0,0,0,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,0,0,1,1
3,0,0,0,1,1,52205.5565209666,3500,4000,2000,2000,2050,0,0,0,1,35,0,1,0,0,1,0,1,1
0,1,0,0,0,1,53139.8461527143,0,165,0,0,50,0,0,0,1,35,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,0,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,0,1,0,0,1,0,1,1
1,0,1,0,0,1,53865.0950797529,2500,4500,500,500,500,0,0,0,0,35,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,35,0,1,1,0,1,0,1,1
0,1,0,0,0,1,53920.6008696955,700,1000,300,300,350,1,0,0,1,35,0,1,1,1,1,1,0,1
0,1,0,0,0,1,53920.6008696955,1000,1700,700,700,750,1,0,0,0,35,0,1,1,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,0,0,0,1,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,35,0,1,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,35,0,1,0,0,0,1,1,1
2,0,0,1,0,1,53920.6008696955,1500,2500,1000,1000,1000,0,0,0,0,35,0,1,0,0,0,0,1,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,1,0,1,0,0,1,1,NA
2,0,0,1,0,1,53920.6008696955,0,0,0,300,0,0,0,0,0,35,0,1,0,0,1,0,1,1
3,0,0,0,1,1,53139.8461527143,3000,800,500,500,550,1,0,0,1,35,0,1,1,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,1,1,0,0,0,1
1,0,1,0,0,1,53139.8461527143,1000,1300,0,0,1400,1,1,0,0,35,0,1,1,0,0,1,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,0,1,0,0,0,0,0,1
0,1,0,0,0,1,53920.6008696955,1500,2500,1000,1000,1050,1,0,0,1,35,0,1,0,0,1,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,1,0,1,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,1,1,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,1,0,35,0,1,1,1,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,1,1
1,0,1,0,0,1,53920.6008696955,100,1000,900,900,1125,0,0,0,0,35,0,1,0,0,0,0,1,1
0,1,0,0,0,1,40117.7467296812,500,1500,1000,1000,3225,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA
1,0,1,0,0,1,39817.7467296812,3000,3300,300,2000,300,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,1,0,1,1,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,1,0,0,0
0,1,0,0,0,1,52151.1683808049,0,400,400,1300,475,1,0,0,1,35,1,0,1,1,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,0,0,1
0,1,0,0,0,1,53920.6008696955,500,200,200,200,275,1,0,0,0,35,0,1,1,0,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,35,0,1,1,1,0,1,0,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,1,1,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,1,0,1,1
1,0,1,0,0,1,46026.204441124,1700,2000,300,300,300,0,0,1,0,35,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,1,1,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,35,1,0,0,0,0,1,1,NA
1,0,1,0,0,1,53920.6008696955,1000,1500,500,1100,575,0,0,0,1,35,0,1,1,1,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,36,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,1,0,0,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,0,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,1,0,1,0,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,0,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,1,0,0,1
1,0,1,0,0,1,53920.6008696955,1500,1700,200,200,300,0,0,0,0,35,0,0,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,1,1,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,35,0,1,0,0,0,1,1,1
0,1,0,0,0,1,48580.9926538769,2000,3500,1500,1500,1550,0,0,0,0,35,0,1,0,0,0,0,0,1
0,1,0,0,0,1,41317.7467296812,6000,4000,2000,2000,2025,1,1,0,0,35,0,1,0,0,0,0,0,1
1,0,1,0,0,1,53920.6008696955,500,1000,500,500,500,0,0,0,1,35,0,1,0,0,0,0,0,1
1,0,1,0,0,1,53920.6008696955,500,1500,1000,1000,1075,0,0,0,0,35,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,1,0,1,0
2,0,0,1,0,1,53920.6008696955,500,800,300,300,350,1,0,0,1,35,0,1,1,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,35,0,1,0,0,0,1,1,1
3,0,0,0,1,1,49165.0950797529,500,0,999,1999,1049,0,0,0,1,35,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,35,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,35,1,0,1,0,0,1,1,NA
2,0,0,1,0,1,63065.095079753,10850,12000,1150,1150,1200,1,0,0,0,35,0,1,1,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,35,0,1,0,0,1,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,1,0,35,0,1,0,0,0,0,0,1
1,0,1,0,0,1,64065.095079753,800,1500,700,700,725,0,0,0,0,35,0,1,0,0,1,0,1,1
0,1,0,0,0,1,86492.9956567199,10000,12000,2000,2000,2000,1,0,0,1,35,0,1,1,1,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,1,0,0,0,1
3,0,0,0,1,1,53920.6008696955,9999,9999,9999,9999,9999,1,0,0,1,34,0,1,0,0,1,0,1,1
3,0,0,0,1,1,40567.7467296812,500,600,100,100,900,0,1,0,0,34,0,1,0,0,0,1,1,1
1,0,1,0,0,1,114467.746729681,10000,12000,2000,2000,2650,0,0,0,1,34,0,1,1,1,0,0,1,1
1,0,1,0,0,1,53920.6008696955,1000,1300,300,900,375,0,1,0,0,34,0,1,0,0,1,0,1,1
3,0,0,0,1,1,53920.6008696955,500,1500,1000,4000,1050,0,0,0,1,34,0,1,0,0,1,0,0,0
0,1,0,0,0,1,41686.9920127001,500,1000,500,500,500,0,0,0,0,34,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,1,0,0,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,1,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,0,0,1,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,1,0,1,0,1,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,1,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,1,0,1,0,0,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,1,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,1,0,0,0,0,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,1,0,0,0,0,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,1,0,0,1,0,1
3,0,0,0,1,1,53339.8461527143,500,700,200,200,200,0,0,0,0,34,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,34,1,0,1,0,0,1,1,NA
0,1,0,0,0,1,56770.6986511815,500,1500,300,300,350,1,0,0,1,34,0,1,0,0,1,0,0,0
2,0,0,1,0,1,53920.6008696955,450,500,50,550,50,0,0,0,0,34,0,1,1,0,0,0,1,1
2,0,0,1,0,1,48800.2379368958,150,220,70,70,120,0,0,0,0,34,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,0,0,1,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,1,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,1,0,34,0,1,1,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,34,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,0,0,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,0,0,1,0,1,1
3,0,0,0,1,1,44467.7467296812,8000,9000,1000,1000,1225,0,0,0,0,34,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,0,0,1,1
0,1,0,0,0,1,42076.4533681627,100,300,200,200,250,1,0,0,0,34,1,0,1,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,0,0,0,0,1
2,0,0,1,0,1,54865.0950797529,2850,4000,1000,1000,1000,0,0,0,1,34,0,1,0,0,1,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,1,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,0,0,1,0,0,1
2,0,0,1,0,1,56698.3142407907,30000,36000,6000,6000,6050,0,0,0,0,34,0,0,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,1,0,0,0,0,0,0,NA
1,0,1,0,0,1,158886.9920127,15000,17000,2000,2000,2050,0,0,0,0,34,0,1,1,0,0,0,1,1
1,0,1,0,0,1,53339.8461527143,6000,8000,2000,2000,2075,0,0,0,1,34,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,1,0,1,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,1,1,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,0,0,0,0,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,0,1,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,1,0,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
3,0,0,0,1,1,53920.6008696955,3000,4500,1500,1500,1550,1,1,0,0,34,1,0,1,1,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,0,0,0,0,1
3,0,0,0,1,1,54467.7467296812,15000,18000,3000,3000,3000,0,0,0,0,34,0,1,0,0,0,0,0,1
3,0,0,0,1,1,53920.6008696955,500,1000,1500,4000,1500,0,0,0,0,34,1,0,0,0,0,0,1,NA
2,0,0,1,0,1,39867.7467296812,250,350,100,100,2250,0,0,0,1,34,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,1,0,0,0,1,0,1,NA
0,1,0,0,0,1,54920.6008696955,700,2500,200,1700,200,0,0,0,0,34,0,1,1,1,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,1,0,0,0,0,1
3,0,0,0,1,1,79467.7467296812,1000,1500,500,500,1150,0,0,0,0,34,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,1,0,0,1,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,1,0,1,1
0,1,0,0,0,1,53920.6008696955,2000,2400,400,400,450,1,0,0,1,34,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,0,0,NA,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,1,0,0,0,1,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,0,0,1,1,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
0,1,0,0,0,1,52226.204441124,8500,12000,3500,3500,3650,0,0,0,0,34,0,1,0,0,1,0,0,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,0,0,0,1
0,1,0,0,0,1,39967.7467296812,200,0,0,0,50,1,0,0,1,34,1,0,1,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,1,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,34,0,1,0,0,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,0,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,1,1,0,1,1
2,0,0,1,0,1,53920.6008696955,150,450,300,300,350,1,0,0,0,34,0,1,0,0,0,0,1,1
1,0,1,0,0,1,54015.0950797529,600,700,200,1200,250,0,0,0,0,34,0,1,0,0,1,0,1,1
0,1,0,0,0,1,51855.7437268383,1000,1500,500,2000,575,1,0,0,1,34,0,1,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,1,0,34,0,1,0,0,0,1,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,0,1,1
2,0,0,1,0,1,53289.8461527143,300,800,500,500,1900,0,0,0,0,34,0,1,1,1,0,0,1,1
3,0,0,0,1,1,33516.6831300674,5000,7500,2500,2500,2575,0,1,0,0,34,0,1,1,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,0,0,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,1,1,0,1,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,0,0,0,0,1
3,0,0,0,1,1,53139.8461527143,400,700,300,300,1000,0,0,1,0,34,0,1,1,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,0,0,0,1,1
3,0,0,0,1,1,54776.0172352523,10000,25000,5000,5000,5000,1,0,0,0,34,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,1,0,0,0,0,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,34,0,1,0,0,0,0,0,1
1,0,1,0,0,1,53920.6008696955,0,200,200,200,1000,1,0,0,1,34,0,1,1,1,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,34,0,1,1,1,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,1,0,1,1,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,1,0,0,1,1,1
1,0,1,0,0,1,53139.8461527143,300,500,200,200,250,1,0,0,0,34,0,1,0,0,0,0,1,1
1,0,1,0,0,1,54620.6008696955,300,400,100,100,600,0,0,0,1,34,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,0,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,34,1,0,0,1,0,1,1,NA
0,1,0,0,0,1,153920.600869695,3000,5000,2000,5000,2000,0,0,0,1,34,0,1,1,1,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,0,0,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,34,0,1,1,1,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,34,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,34,0,1,0,0,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,34,1,0,1,0,0,0,1,NA
0,1,0,0,0,1,53920.6008696955,3000,2800,150,150,150,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA
0,1,0,0,0,1,53139.8461527143,800,1000,0,0,50,1,0,0,0,34,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,34,0,1,1,0,0,0,1,1
